,tweet,class
2742,nations know rather real niggers amp bad bitches,0
2743,x yellow tower gilbert claes,2
2744,leave dyke,0
2745,aint bitch mean,1
2746,guy complains gays oversensitive response look complaining like little pussy waahh waahh hypocrite,0
2747,vanessa fuckin faggot,0
2748,yall females love yall bum nigga jail bird,1
2749,omg ugly faggot bad mother kill like robin williams,0
2750,johnny rebel could nigger day,0
2751,know good hohos answers havent given hohos whoa,2
2752,baked montreal chicken cheesy brussels sprouts garlic butter triple cheddar amp chives yellow mashed,2
2753,gots bein colored,2
2754,time amp place decaf coffee never amp trash mommymonday humor via amp,2
2755,thats bias objective fact philly fans cunts,0
2756,stateoftheunion would last mins let president talk standing clapping birds,2
2757,nothin life free bitches need write ya panties,1
2758,im cool faggot chill tf cool nigga,1
2759,im rich dave chappelle voice signed mlb ped users say bitch pussy,1
2760,dog like scratches floor lays hes weird buddys normal weird bitch,1
2761,rt wow another faggot timatheracer wow another cam hater lolgtgt dat dude nice,0
2762,im probably main bitch chocolate dipped cinnamon apple,1
2763,trash rt thats lot stolen shoes,2
2764,call someone faggot say kill pathetic human fucking disgrace,0
2765,looking nip rings cant wait change mine lmao,2
2766,got ur bitch tip toeing marble floors,1
2767,rt work imma real uncle tom,2
2768,stay talking defending fuckboy ass boyfriend go suck youre faggot,0
2769,rt youre faggotyoure texas fan,0
2770,youre cheating mickey bubbles,2
2771,bitch go away tu puta madre,1
2772,lol one flavor think yellow idk yea bomb,2
2773,lemmie eat oreo amp dishes one oreo lol,2
2774,rt lemme find niggaz letting bitches shit yo faces niggas weirdos,0
2775,chris bosh bout disgrace trophy like real faggot smh,0
2776,cool beaners got home ready keep couch floating away lol,2
2777,someone shut beaner please,0
2778,golden oreos regular oreos yes,2
2779,likes dat name dem sand niggers needs know dare place da pecker order,0
2780,yall tweakin wit wce shit aint way hell u like bitch every single day,1
2781,niger,0
2782,oh well turns baby aint mine jig,2
2783,alsarabsss hes beaner smh tell hes mexican,0
2784,shit ass shabbat moms pussy u jew bastard ur times coming heil hitler,0
2785,bitch ass nigga fuck lt hoes aint got manners realtalk,0
2786,das calld usen yo brain retard would whoop yo ass n front da police,0
2787,lived attest trust muzzie nation million light years,2
2788,yeah run squirrels coons,2
2789,trust noneeee bitch dont,1
2790,wasnt saying yes kannon ghetto know like u look dumb,2
2791,probably wouldnt mind school much didnt deal bitch ass teachers retweet,1
2792,new breed white girl slammed bitch,1
2793,commonquestioniget uou ghetto,2
2794,boy idea coming called smartphone youre horrible trash talk,2
2795,dont know ugly bitches dont know broke niggas,1
2796,rt anybody trashes neighborhood perceived injustice fucking moron ferguson,0
2797,face ugly amp nudes trash,2
2798,niggas bitches bitch ass niggas dike ass hoes black ass bright ass hoes fag tags scally wags,1
2799,hoe crying mugshot bruh,1
2800,hoe fax type yo bitch number google see pops back page thank,1
2801,bumcia trash smfh wouldve thought would gone khan said makes sense,2
2802,yall gimped aint tht bitch huh lol,1
2803,lol cool son know grandma bald mouthshe got teeth hoe,1
2804,rt proof thots retarded,0
2805,apes,2
2806,good job texting back faggot,0
2807,tweaking rich homie trash damn near still listen lil b wow,1
2808,took land could make retarded diapers sureuse imagecool redskins nfl concussion jokes,1
2809,feel warm fuzzies,2
2810,im wexican,2
2811,yankees got beaten thug,2
2812,american culture stuck side toilet graffiti writers europe create better art without lowlife trash sex jokes,2
2813,eat pussy like real nigga hungry,1
2814,thats mock drafts joke friendsanyone,2
2815,best luck tino bambino martinez miami legacy saved lol marlins yankees redsox mlb,2
2816,kannie amp vonnie tiny ass bitches hated crissi started calling us little body bitches hawaii,1
2817,dodge bullet da bitches cut pregnant bound thank god,1
2818,son bitch moment turn radio favorite song end song,1
2819,think rpgs birds aint bird brain yo,2
2820,im boss ass bitch bitchbitchbitchbitchbitchbitch,1
2821,lame ass nigga still cuffin hoes bitch got bitch er,0
2822,nobody cares kirk bosley noi care bout cousin hoe,1
2823,quote weezy verse im diamond rough like baby trash,2
2824,decided drive good walmart colored folks dont go bc food,0
2825,gay fags,0
2826,waka tammy got ass beat ctfu niggas dont ever bitch back,1
2827,cant even spell right brain ape,2
2828,cant bitch living say brought michael kors need guys like,1
2829,ironic hes trashcan holds trash everytime two cuddle burn,2
2830,hate rt cyrus ho rookie slut getting cash date nope nope nope,1
2831,yellow paris fantastic effort allezwiggo vroomfroomenow last stage grabs gocav tdf,2
2832,take someone ghetto cant take ghetto,1
2833,teabaggers weakening food environmental regulations infinitely scary lethal terrorism,2
2834,ill trade one car drift brownies,2
2835,bro u trash zombies,2
2836,gerryshalloweenparty halloween yesterday stupid nigger,0
2837,im weird youre faggot,0
2838,rt bae go text hoes,1
2839,stop scared choke sex u bitch ass niggas shell like says guy hits women bed foh,1
2840,steak either hurry brownies picture u posted made drool phone,2
2841,minnesota full white trash,0
2842,nowplaying great white bitten twice shy thearrow,2
2843,faggot,0
2844,lol nicca dime game got soo much clout niccas goin da store buy sum dice,0
2845,espn keep hiring dyke bitches gay spanish niggas talk sports,0
2846,portlandia putabirdonit rt xbox one would much cooler put bird,2
2847,cant fuck scary hoe,0
2848,high school dont house fucking faggot,0
2849,feel way bigotry racism using word redskins,2
2850,id say im back old old bitches would get excited,1
2851,best asian massage park slope top rated spa,2
2852,east coast theres colored hair everywhere must sweetest wave ever,2
2853,waits fanduel hit jig,2
2854,ayy carlton ghetto school switchedatbirth,0
2855,good thing season firecashman,2
2856,hoes love oomf lol,1
2857,women feminist ugly bitches cant find man,0
2858,dont em girl lol rt yall threesomes girl eat pussy,1
2859,karma bitch damn godprotectshisangels sips tea,1
2860,mind gotta dumb hoe anthem,1
2861,world series rematch yankees braves,2
2862,pussy wet,1
2863,rt dont want man txtn tlkn lookin yet alone speakin hoes im insecure yall hoes cant trusted,1
2864,picture makes look like serious fag justsayin lol,0
2865,single isnt excuse hoe,1
2866,got except eric holder gave beaners kill americans guess race blind,0
2867,trash,2
2868,rt whats black yellow going win year wrong answer tiger woods,0
2869,would followed george washington means youre white trash,0
2870,rt ur fucking white trash,0
2871,slow fuck bitch know live classy young lady,1
2872,worldseriesgame hunter pence annoying red sox player shave fool take vyvanseyankees,2
2873,hoes keep callin aint pickin,1
2874,eh bitch worry psychotic ass looks like need saved noisy bitch cantstanducunt,0
2875,mr mrs trash,2
2876,punk ass broke faggots,0
2877,bucket rt trash bitches sons,1
2878,wrongfilmquotes everytime come kitchen kitchen goddamn refrigerator eatin pussy,1
2879,yankees primo got home tanks mlb finally winning even better time get serious sept call time,2
2880,holyspirit joshua every place sole foot shall tread upon given unto said unto moses,2
2881,woke bitches loli wasnt angry wit hoes,1
2882,record nohomo dont care unless gotta see every sexuality even birds dogs,2
2883,thingsiwillteachmychild play deez niggas n bitches dat snakes,0
2884,illneverunderstandwhy anyone jersey shore famous go guido shitbag means money family,1
2885,dont tell fuck balls kike nigger cunt tits cocksucker chink spic piss bitch bastard pussy faggot,0
2886,birds grandkids may never see thanks climate change climate,2
2887,amp feel disrespected bitch try suck dry lips,1
2888,get money stop playing old trash,2
2889,ok reason god make parasitic worms whose sole purpose burrow eye small african child,2
2890,never get twitter get bitch fights niggas even females bruh,1
2891,im making marack girlfriend aye b pullin hoes like taught,1
2892,soon fuck backtrack cant wait fuck faggots,0
2893,argie,2
2894,running round like brand new pussy thats bout get fucked,1
2895,rt fox says youre cunt,0
2896,dumb bitch,0
2897,defense trash hes rocked jesus soto karass diego chaves,2
2898,pornandroidiphoneipadsexxxx beach caught girl rubbing pussy nude beach,1
2899,rt fuck islamic state kill cunts,0
2900,lol rt youuuuu got niggas dont got bitches,0
2901,come nd get chicken niggers love dat chicken popeyes,0
2902,dont yell love evolutionary lines despises trash buddies,2
2903,white people need weapons defend subhuman trash sort unleashes us,2
2904,wondering yo espect add mo colored tv stations befo renew dis,2
2905,rt dont see connection legitimizing queer lifestyle increase stds sexual deviancy yo,0
2906,love song john doe dope faggots,0
2907,rt youre retard,0
2908,go could hook plant city faggots,0
2909,bitches giving back rubs,1
2910,levels bitch cant fuck nigga cause like red bottom cant afford nigga got benz riding honda accord,0
2911,think nigga retarded g,0
2912,trend vines acting like women like niggas couldnt wait faggots,0
2913,say following words convo nigger nigga swag yolo fag retard,0
2914,charlie day,2
2915,yankees fans look back gary sheffields time team,2
2916,thrill billywith hillbilly heart hahahahaha jesus murphy,2
2917,lol haha hahahahahahahahahaahah deez nuts bitch,1
2918,honky tonk badonka ankh,2
2919,dont trust girls cant trust hoes,1
2920,ill give tip beware ugly birds hide behind massive lensed sunnies,2
2921,im comparing kfc pussy,1
2922,rt smh nigga mildly retarded rt lmfao rt griff wasnt injuries wed legit,0
2923,night jigaboo,2
2924,rt woke sore throat im cold niggers niggers terrible,0
2925,rt justin beiber fucken gay cunt,0
2926,rt know one person could say anything look thinking youre retarded stfu stupidbitches,0
2927,cunt,1
2928,watch women try argue like dick actually fucked pussy hate bitches,1
2929,literally every man fam copped bad white bitch wife aint even boutta break da chain unless latina comes around,0
2930,blessjesusair matthew look birds air yet heavenly father feeds themare much valuable,2
2931,royals fantastic ready tomorrows sweep disposed os yankees ever except month,2
2932,thought jay z would hit yeah known sockin bitch,1
2933,spic ever talks white person white person kills self defense,0
2934,woof woof sexy thug boy scally,1
2935,oh yeah annoying damn duck calls outta banned duck horns,2
2936,rt hate taking shit public places bc feel like faggot im placing toilet paper toilet seat,0
2937,rt cause hoes go jail cause fucking hoes bloody n making call head honcho,0
2938,aye nigga tryna freestyle trash though lol,1
2939,racist texas trash gwbush came wh numb remember republicans stole election,2
2940,bigbird made gay couple yes gop world bird would existed since creators would jail sodomy,2
2941,prettynot pretty jeezusmy redneck education showing,2
2942,ayyyyy im sipping free slurpee seeing front bottoms tonight im happy clam,2
2943,waking new shit like fuck bitch shit,0
2944,like needs hoe im breaking suck dick,0
2945,whooooo chelsey fuck lol juss bitch,0
2946,bitch vagina little resilient,1
2947,need red green amp yellow pants amp helly shirts express,2
2948,got faggot,0
2949,rt trash,0
2950,youre fucking gay blacklisted hoe holding tehgodclan anyway,0
2951,ghetto names,2
2952,done w fuck niggas snip snip hoe stfu,1
2953,go back lego club faggot,0
2954,shoutout exit niccas salute,1
2955,ayo even kill handicapped crippled bitcheslook scalp real close youll see triple sixes,0
2956,faggot,0
2957,read black man tweet hot sauce trash amp watermelon overrated cant deal,2
2958,youre funny trash,2
2959,feel sorry anyone paid lic edc trash music,2
2960,lot males need dress real men halloween since yall acting like bitches year,1
2961,theres difference actually crazy amp aspiring crazy real shit cant stand fake crazy bitches,1
2962,one us drugs youre still wrong hahahahahahah im bitch sometimes,1
2963,btw jim crow laws supported democrats republicans mlk republican fact,2
2964,whats say see bird lmao,2
2965,ugly bitches get love,1
2966,gunna laff chavarubio beaner supporters min,2
2967,evn hoes silence anymoreproud want respect,1
2968,squad dyke cholas fear nobody worse cartel,2
2969,trash us another conference say goodbye,2
2970,guys supposed get ass sucked queer,0
2971,get worshiping bitch woof woof,1
2972,allegations u bedroom u see words naive amp blind bitch know ur husband cheated u ramona dumb,1
